horizonte,modelo,insumo_id,mae_pp,n,excluidas
1,participacion_ewm,AMBIANTE,5.943985196858993,3,3
1,participacion_ewm,BASES,5.772931002891988,3,3
1,participacion_ewm,CAPACILLOS,2.223822955850391,3,3
1,participacion_ewm,CHANTILLY,6.168354461373725,3,3
1,participacion_ewm,CHOCOLATE,7.451425802842479,3,3
1,participacion_ewm,DECORACION,15.699662886563454,3,3
1,participacion_ewm,EMPAQUE,11.422417690409175,3,3
1,participacion_ewm,FONDANT,4.454079584511962,3,3
1,participacion_ewm,HARINA,55.98607637319312,3,3
1,participacion_ewm,HUEVO,10.251043922294317,3,3
1,participacion_ewm,RELLENO,3.6891831395493124,3,3
1,participacion_historica,AMBIANTE,4.444668317587043,3,3
1,participacion_historica,BASES,5.079654636740824,3,3
1,participacion_historica,CAPACILLOS,3.882944217596666,3,3
1,participacion_historica,CHANTILLY,5.094810031801153,3,3
1,participacion_historica,CHOCOLATE,6.574496896990503,3,3
1,participacion_historica,DECORACION,12.416711341583108,3,3
1,participacion_historica,EMPAQUE,8.667413209997228,3,3
1,participacion_historica,FONDANT,12.182399367454273,3,3
1,participacion_historica,HARINA,39.180768548219156,3,3
1,participacion_historica,HUEVO,8.943541441916526,3,3
1,participacion_historica,RELLENO,7.32731315372445,3,3
2,participacion_ewm,AMBIANTE,7.755545487923775,3,3
2,participacion_ewm,BASES,6.2988212392307,3,3
2,participacion_ewm,CAPACILLOS,2.239506936645268,3,3
2,participacion_ewm,CHANTILLY,6.954428913691577,3,3
2,participacion_ewm,CHOCOLATE,3.645382182010305,3,3
2,participacion_ewm,DECORACION,4.499070120556996,3,3
2,participacion_ewm,EMPAQUE,12.531183944275684,3,3
2,participacion_ewm,FONDANT,5.690452921559532,3,3
2,participacion_ewm,HARINA,16.7195216050218,3,3
2,participacion_ewm,HUEVO,9.571046854450605,3,3
2,participacion_ewm,RELLENO,0.2879489895777134,3,3
2,participacion_historica,AMBIANTE,6.793031179239667,3,3
2,participacion_historica,BASES,5.636391094757651,3,3
2,participacion_historica,CAPACILLOS,3.2285592228517093,3,3
2,participacion_historica,CHANTILLY,7.561940534431645,3,3
2,participacion_historica,CHOCOLATE,8.433444410124006,3,3
2,participacion_historica,DECORACION,7.8183834629023465,3,3
2,participacion_historica,EMPAQUE,13.62984539347267,3,3
2,participacion_historica,FONDANT,7.683081920263965,3,3
2,participacion_historica,HARINA,3.0357286831749786,3,3
2,participacion_historica,HUEVO,7.491930824729645,3,3
2,participacion_historica,RELLENO,7.198634006320604,3,3
3,participacion_ewm,AMBIANTE,6.797458064119061,5,1
3,participacion_ewm,BASES,4.071602762207702,5,1
3,participacion_ewm,CAPACILLOS,0.2663514897297657,5,1
3,participacion_ewm,CHANTILLY,3.125056431823861,5,1
3,participacion_ewm,CHOCOLATE,12.462029813412922,5,1
3,participacion_ewm,DECORACION,3.952223705255233,5,1
3,participacion_ewm,EMPAQUE,25.90725546868501,5,1
3,participacion_ewm,FONDANT,7.057278305285938,5,1
3,participacion_ewm,HARINA,37.06968908717484,5,1
3,participacion_ewm,HUEVO,10.400962630616544,5,1
3,participacion_ewm,RELLENO,2.9063189551903448,5,1
3,participacion_historica,AMBIANTE,6.539638412913729,5,1
3,participacion_historica,BASES,3.7596617564546184,5,1
3,participacion_historica,CAPACILLOS,4.023035205564733,5,1
3,participacion_historica,CHANTILLY,9.29656092434098,5,1
3,participacion_historica,CHOCOLATE,12.682148194377904,5,1
3,participacion_historica,DECORACION,8.315610122052124,5,1
3,participacion_historica,EMPAQUE,19.95940288783413,5,1
3,participacion_historica,FONDANT,11.719034922755329,5,1
3,participacion_historica,HARINA,25.602117696462166,5,1
3,participacion_historica,HUEVO,9.996984207755897,5,1
3,participacion_historica,RELLENO,6.606965785871023,5,1
4,participacion_ewm,AMBIANTE,7.954292625292865,4,2
4,participacion_ewm,BASES,26.88726356837453,4,2
4,participacion_ewm,CAPACILLOS,2.254275579978151,4,2
4,participacion_ewm,CHANTILLY,5.729934616215829,4,2
4,participacion_ewm,CHOCOLATE,14.249181088064784,4,2
4,participacion_ewm,DECORACION,10.987786322192079,4,2
4,participacion_ewm,EMPAQUE,14.369181419179611,4,2
4,participacion_ewm,FONDANT,5.238802615820207,4,2
4,participacion_ewm,HARINA,31.138702142289073,4,2
4,participacion_ewm,HUEVO,10.515749700417633,4,2
4,participacion_ewm,RELLENO,5.257969876946429,4,2
4,participacion_historica,AMBIANTE,4.286325043084241,4,2
4,participacion_historica,BASES,27.91514464535279,4,2
4,participacion_historica,CAPACILLOS,3.9093801407430973,4,2
4,participacion_historica,CHANTILLY,6.5831700591891655,4,2
4,participacion_historica,CHOCOLATE,7.3272368303077595,4,2
4,participacion_historica,DECORACION,11.307135012369322,4,2
4,participacion_historica,EMPAQUE,8.897620723549927,4,2
4,participacion_historica,FONDANT,12.1551363661315,4,2
4,participacion_historica,HARINA,32.345511501224806,4,2
4,participacion_historica,HUEVO,7.77041171229386,4,2
4,participacion_historica,RELLENO,7.317895944587331,4,2
1,participacion_ewm,PROMEDIO_MACRO,11.732998456030812,3,3
1,participacion_historica,PROMEDIO_MACRO,10.344974651237358,3,3
2,participacion_ewm,PROMEDIO_MACRO,6.926628108631268,3,3
2,participacion_historica,PROMEDIO_MACRO,7.137360975660808,3,3
3,participacion_ewm,PROMEDIO_MACRO,10.3651115194092,5,1
3,participacion_historica,PROMEDIO_MACRO,10.772832737852967,5,1
4,participacion_ewm,PROMEDIO_MACRO,12.234830868615562,4,2
4,participacion_historica,PROMEDIO_MACRO,11.801360725348529,4,2
