semana_inicio,HARINA,CHOCOLATE,FONDANT,EMPAQUE,CHANTILLY,RELLENO,DECORACION,AMBIANTE,HUEVO,CAPACILLOS,BASES
2020-08-17,,,,,,,,,,,
2020-08-24,,,,,,,,,,,
2020-08-31,,,,,,,,,,,
2020-09-07,,,,,,,,,,,
2020-09-14,,,,,,,,,,,
2020-09-21,0.0,0.0,0.5904059040590406,0.0,0.0,0.0,0.33210332103321033,0.0,0.0,0.0,0.07749077490774908
2020-09-28,,,,,,,,,,,
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.3700787401574803,0.0,0.0,0.0,0.0,0.6299212598425197
2020-10-12,0.3958333333333333,0.0,0.0,0.0,0.3194444444444444,0.2847222222222222,0.0,0.0,0.0,0.0,0.0
2020-10-19,0.3611111111111111,0.0,0.0,0.0,0.6388888888888888,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-26,0.0,0.0,0.45108695652173914,0.09239130434782607,0.21195652173913043,0.0,0.24456521739130435,0.0,0.0,0.0,0.0
2020-11-02,,,,,,,,,,,
2020-11-09,,,,,,,,,,,
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-11-23,,,,,,,,,,,
2020-11-30,,,,,,,,,,,
2020-12-07,0.11494252873563218,0.05747126436781609,0.0,0.1425287356321839,0.17931034482758623,0.2988505747126437,0.0,0.0,0.0,0.20689655172413793,0.0
2020-12-14,0.06765899864682003,0.0,0.2246278755074425,0.2192151556156969,0.21109607577807848,0.10825439783491204,0.047361299052774024,0.0,0.0,0.12178619756427606,0.0
2020-12-21,,,,,,,,,,,
2020-12-28,0.4282744282744283,0.20582120582120583,0.0,0.0,0.17463617463617465,0.19126819126819128,0.0,0.0,0.0,0.0,0.0
2021-01-04,,,,,,,,,,,
2021-01-11,,,,,,,,,,,
2021-01-18,,,,,,,,,,,
2021-01-25,,,,,,,,,,,
2021-02-01,,,,,,,,,,,
2021-02-08,,,,,,,,,,,
2021-02-15,0.0,0.0,0.4068627450980392,0.07352941176470588,0.19117647058823528,0.0,0.0,0.0,0.0,0.22058823529411764,0.10784313725490197
2021-02-22,,,,,,,,,,,
2021-03-01,,,,,,,,,,,
2021-03-08,0.29069767441860467,0.2558139534883721,0.0,0.0,0.45348837209302323,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-15,,,,,,,,,,,
2021-03-22,,,,,,,,,,,
2021-03-29,,,,,,,,,,,
2021-04-05,,,,,,,,,,,
2021-04-12,,,,,,,,,,,
2021-04-19,,,,,,,,,,,
2021-04-26,,,,,,,,,,,
2021-05-03,0.0,0.0,0.0,0.48,0.52,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,0.15912461346295093,0.14961381381662356,0.13491955818990722,0.11773649517910525,0.10739297426517026,0.09976749299438147,0.08330487422634111,0.04403130657709455,0.0427915810944203,0.031774398031409495,0.02954289216259585
2021-05-17,0.0,0.0,0.7033898305084746,0.2966101694915254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-24,0.1591232766021918,0.14961365587596587,0.13492247866269383,0.11773647795565881,0.10739356598151609,0.09976768850058078,0.08330387354174032,0.0440280793899298,0.042790768143023086,0.03177617292055957,0.029543962426140092
2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0
2021-06-07,0.15913041153033666,0.14961093135813033,0.13493060940717172,0.1177367168489451,0.10738829317859722,0.0997673610182635,0.08329545150680537,0.0440409658528759,0.04278418054924192,0.031767254057812125,0.0295478246918202
2021-06-14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21,0.0,0.0,0.7685185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23148148148148148
2021-06-28,0.30985915492957744,0.0,0.0,0.0,0.431924882629108,0.0,0.0,0.0,0.0,0.25821596244131456,0.0
2021-07-05,0.15912231813135774,0.14961447548275522,0.13492036520990505,0.11773601576836809,0.10739368812161579,0.09976815665662264,0.0833050137066993,0.04402946751550028,0.04279095584403815,0.031774621083395634,0.02954492247974202
2021-07-12,0.15912231813135774,0.14961447548275522,0.13492036520990505,0.11773601576836809,0.10739368812161579,0.09976815665662264,0.0833050137066993,0.04402946751550028,0.04279095584403815,0.031774621083395634,0.02954492247974202
2021-07-19,0.0807899461400359,0.04488330341113106,0.22351885098743268,0.1526032315978456,0.118491921005386,0.04937163375224417,0.19569120287253142,0.04488330341113106,0.0,0.06732495511669659,0.02244165170556553
2021-07-26,0.07036535859269283,0.05412719891745602,0.11231393775372124,0.05412719891745602,0.2178619756427605,0.3004059539918809,0.08795669824086604,0.0,0.0,0.07442489851150202,0.028416779431664412
2021-08-02,0.1591225250224061,0.1496139190742122,0.13492030036051328,0.11773589608713902,0.10739336267047402,0.099768882958738,0.08330477208120804,0.044029537527652485,0.0427923923821184,0.03177538576018445,0.02954302607535405
2021-08-09,0.1591225250224061,0.1496139190742122,0.13492030036051328,0.11773589608713902,0.10739336267047402,0.099768882958738,0.08330477208120804,0.044029537527652485,0.0427923923821184,0.03177538576018445,0.02954302607535405
2021-08-16,0.1591225250224061,0.1496139190742122,0.13492030036051328,0.11773589608713902,0.10739336267047402,0.099768882958738,0.08330477208120804,0.044029537527652485,0.0427923923821184,0.03177538576018445,0.02954302607535405
2021-08-23,0.12164579606440072,0.0,0.148479427549195,0.1967799642218247,0.07871198568872988,0.148479427549195,0.26833631484794274,0.0,0.0,0.0,0.03756708407871199
2021-08-30,0.15912404192085094,0.14961363991866103,0.1349194431409354,0.11773502268105741,0.10739246050367592,0.09976849679336774,0.08330674174878774,0.044029407164085724,0.04279055216643204,0.03177537932113249,0.029544814641013616
2021-09-06,0.0,0.5945945945945946,0.0,0.16216216216216217,0.0,0.0,0.24324324324324326,0.0,0.0,0.0,0.0
2021-09-13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-20,0.0911854103343465,0.0,0.16818642350557245,0.0,0.0,0.09929078014184398,0.364741641337386,0.0,0.0,0.2127659574468085,0.06382978723404255
2021-09-27,0.14978902953586498,0.0,0.0,0.24894514767932494,0.339662447257384,0.2616033755274262,0.0,0.0,0.0,0.0,0.0
2021-10-04,0.42735042735042733,0.0,0.0,0.0,0.0,0.2564102564102564,0.10256410256410256,0.21367521367521367,0.0,0.0,0.0
2021-10-11,0.3383458646616541,0.0,0.0,0.0,0.6616541353383458,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-18,0.0,0.0,0.0,0.1702127659574468,0.46808510638297873,0.3617021276595745,0.0,0.0,0.0,0.0,0.0
2021-10-25,0.2127659574468085,0.0,0.0,0.0975177304964539,0.24822695035460993,0.23936170212765961,0.0,0.0,0.06382978723404255,0.13829787234042554,0.0
2021-11-01,0.0,0.24293785310734464,0.0,0.1694915254237288,0.5875706214689266,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-08,0.3795620437956204,0.0,0.0,0.26277372262773724,0.0,0.31630170316301703,0.0,0.0,0.0,0.0,0.0413625304136253
2021-11-15,0.271251193887297,0.0,0.31709646609360076,0.06685768863419293,0.0,0.08595988538681948,0.0,0.09551098376313276,0.0,0.08595988538681948,0.07736389684813753
2021-11-22,0.0,0.2987012987012987,0.3593073593073593,0.0,0.0,0.1471861471861472,0.19480519480519481,0.0,0.0,0.0,0.0
2021-11-29,0.25223214285714285,0.16071428571428573,0.0,0.044642857142857144,0.07738095238095238,0.22247023809523808,0.18749999999999997,0.0,0.0,0.05505952380952381,0.0
2021-12-06,0.13078470824949698,0.041156027071520024,0.22773001646241078,0.16645326504481434,0.19206145966709345,0.07627583683921713,0.12346808121456009,0.0,0.024693616242912015,0.0,0.017376989207975122
2021-12-13,0.18072289156626506,0.06884681583476764,0.0,0.16179001721170397,0.17900172117039587,0.14457831325301204,0.1549053356282272,0.09122203098106713,0.0,0.0,0.0189328743545611
2021-12-20,0.0,0.1237785016286645,0.30944625407166126,0.11074918566775244,0.1758957654723127,0.0,0.1465798045602606,0.0,0.0,0.06514657980456026,0.06840390879478828
2021-12-27,0.12882018479033405,0.0,0.0,0.1421464108031272,0.23987206823027718,0.13734896943852168,0.0,0.0,0.2418710021321962,0.10994136460554371,0.0
2022-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.5296610169491526,0.0,0.0,0.3813559322033898,0.08898305084745763
2022-01-10,0.0,0.04673590504451038,0.24629080118694363,0.06305637982195846,0.2032640949554896,0.09347181008902077,0.2737388724035608,0.0,0.0,0.057863501483679525,0.015578635014836795
2022-01-17,0.0,0.20932918914412968,0.0,0.19065652054827142,0.0,0.04727710097293178,0.5527371893346671,0.0,0.0,0.0,0.0
2022-01-24,0.0,0.0,0.0,0.19452887537993918,0.38905775075987836,0.3981762917933131,0.0,0.0,0.0,0.0,0.0182370820668693
2022-01-31,0.0,0.07158836689038031,0.0,0.2908277404921701,0.0,0.0,0.2796420581655481,0.0,0.3579418344519016,0.0,0.0
2022-02-07,0.09706144256455922,0.0,0.16918967052537845,0.20035618878005343,0.352626892252894,0.05609973285841496,0.1246660730186999,0.0,0.0,0.0,0.0
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-21,0.36769759450171824,0.3539518900343643,0.0,0.0,0.2268041237113402,0.0,0.05154639175257732,0.0,0.0,0.0,0.0
2022-02-28,0.09832635983263599,0.09832635983263599,0.3472803347280335,0.0,0.13807531380753138,0.1087866108786611,0.0,0.0,0.16527196652719664,0.0,0.043933054393305436
2022-03-07,0.15912330215304457,0.14961347139499542,0.13492160878963216,0.11773548039983765,0.10739265454064921,0.09976827161775673,0.08330658939240912,0.04402839262622354,0.042791878651727816,0.031774161577452026,0.029544188856271768
2022-03-14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.1795275590551181,0.0,0.2614173228346457,0.0,0.2078740157480315,0.09921259842519685,0.14173228346456693,0.0,0.0,0.0,0.11023622047244094
2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-04-04,0.0,0.0891089108910891,0.6574257425742575,0.04950495049504951,0.0,0.0,0.0,0.12376237623762376,0.0,0.0,0.0801980198019802
2022-04-11,0.1591224967687158,0.14961386829339524,0.1349203130154507,0.11773637047011808,0.10739355690034667,0.09976826689596618,0.083304941296083,0.044029289766428184,0.04279220814337709,0.031774745688466347,0.029543942761652908
2022-04-18,0.1591224967687158,0.14961386829339524,0.1349203130154507,0.11773637047011808,0.10739355690034667,0.09976826689596618,0.083304941296083,0.044029289766428184,0.04279220814337709,0.031774745688466347,0.029543942761652908
2022-04-25,0.24047796863330845,0.09410007468259896,0.1239731142643764,0.0,0.09858103061986558,0.17699775952203137,0.0,0.09410007468259896,0.11949215832710978,0.0,0.05227781926811053
2022-05-02,0.1591229847564725,0.14961495891919113,0.1349207371706654,0.11773531426965173,0.10739337436534102,0.0997675113169869,0.08330590708651271,0.04402878877495446,0.04279197240587722,0.031774234163538514,0.02954421677080832
2022-05-09,0.11854103343465044,0.06382978723404255,0.25227963525835867,0.07598784194528875,0.08206686930091185,0.1952887537993921,0.0668693009118541,0.09574468085106384,0.0,0.0,0.04939209726443769
2022-05-16,0.15912330771620442,0.14961487206436122,0.13491962105617672,0.11773620841329614,0.10739306276148199,0.09976744253566026,0.08330550966666764,0.04402913791151203,0.04279231544198984,0.03177414344237308,0.029544378990276718
2022-05-23,0.15912330771620442,0.14961487206436122,0.13491962105617672,0.11773620841329614,0.10739306276148199,0.09976744253566026,0.08330550966666764,0.04402913791151203,0.04279231544198984,0.03177414344237308,0.029544378990276718
2022-05-30,0.3231083844580777,0.0,0.0,0.1134969325153374,0.22085889570552147,0.1329243353783231,0.03578732106339468,0.0,0.1738241308793456,0.0,0.0
2022-06-06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-13,0.0,0.0,0.680327868852459,0.0,0.0,0.0,0.0,0.0,0.0,0.319672131147541,0.0
2022-06-20,0.0,0.15217391304347827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8478260869565217,0.0
2022-06-27,0.0,0.045787545787545784,0.304029304029304,0.06043956043956045,0.3626373626373626,0.0,0.038461538461538464,0.0,0.14652014652014653,0.0,0.04212454212454213
2022-07-04,0.1591238825093795,0.149614766983072,0.13491996211855148,0.11773525130368857,0.1073929376772665,0.09976820622621811,0.08330527748645446,0.04402870658105394,0.04279101986838376,0.03177536591686911,0.02954462332906238
2022-07-11,0.1591238825093795,0.149614766983072,0.13491996211855148,0.11773525130368857,0.1073929376772665,0.09976820622621811,0.08330527748645446,0.04402870658105394,0.04279101986838376,0.03177536591686911,0.02954462332906238
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-07-25,0.15899581589958162,0.05140466228332337,0.19844590555887626,0.07411835026897787,0.22474596533173938,0.22952779438135087,0.0,0.0,0.0,0.0,0.06276150627615062
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-08-08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-15,0.28888888888888886,0.12444444444444444,0.0,0.0,0.5866666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,0.0,0.0,0.9196675900277009,0.08033240997229915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,0.21933962264150944,0.04009433962264151,0.0,0.14622641509433962,0.14386792452830188,0.12264150943396225,0.0,0.14858490566037735,0.0,0.1792452830188679,0.0
2022-09-05,0.0,0.0,0.3229571984435798,0.0,0.23735408560311283,0.2529182879377432,0.08560311284046693,0.0,0.0,0.0,0.10116731517509728
2022-09-12,0.2529182879377432,0.11673151750972763,0.3229571984435798,0.0,0.0,0.2529182879377432,0.0,0.0,0.0,0.0,0.054474708171206226
2022-09-19,0.1665292662819456,0.10882110469909316,0.0,0.1055234954657873,0.31821929101401486,0.08161582852431988,0.05605935696619951,0.0,0.07089859851607584,0.09233305853256389,0.0
2022-09-26,0.05108556832694764,0.21966794380587484,0.21711366538952745,0.0,0.1558109833971903,0.0,0.11494252873563217,0.0,0.2120051085568327,0.0,0.029374201787994894
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-10-10,0.1591225196266304,0.14961442170983497,0.13492149347839524,0.11773660134759228,0.10739398528775423,0.0997674167027261,0.08330500092724238,0.04402855906533969,0.04279223589046177,0.031773505594362365,0.029544260369660628
2022-10-17,0.29783549783549784,0.19047619047619047,0.0,0.08658008658008658,0.0,0.11255411255411256,0.11255411255411256,0.0,0.0,0.14025974025974025,0.05974025974025974
2022-10-24,0.0,0.0,0.0,0.18546365914786966,0.0,0.0,0.22556390977443608,0.3157894736842105,0.21553884711779447,0.0,0.05764411027568922
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2022-11-07,0.15394824153948242,0.10484406104844061,0.22030524220305242,0.0,0.15262110152621103,0.17518248175182483,0.16589250165892502,0.0,0.0,0.0,0.027206370272063702
2022-11-14,0.0,0.08921933085501858,0.0,0.0,0.0,0.0,0.3345724907063197,0.4684014869888476,0.0,0.0,0.10780669144981413
2022-11-21,0.0,0.0,0.35095137420718814,0.0,0.25792811839323465,0.0,0.39112050739957716,0.0,0.0,0.0,0.0
2022-11-28,0.02654867256637168,0.1706700379266751,0.20986093552465235,0.0606826801517067,0.07711757269279393,0.05562579013906448,0.13653603034134007,0.0,0.12010113780025285,0.08596713021491782,0.056890012642225034
2022-12-05,0.2914285714285714,0.0,0.0,0.0,0.3485714285714286,0.0,0.0,0.36,0.0,0.0,0.0
2022-12-12,0.0,0.05161290322580645,0.17849462365591398,0.0,0.0,0.08602150537634409,0.6838709677419355,0.0,0.0,0.0,0.0
2022-12-19,0.18399401645474944,0.016454749439042633,0.31039640987284967,0.0,0.1368735976065819,0.048616305160807775,0.21914734480179507,0.0,0.02505609573672401,0.0,0.05946148092744952
2022-12-26,0.15688116486613435,0.0,0.38985439173320807,0.01972757162987318,0.19257867543447627,0.04650070455612964,0.10803193987787692,0.0,0.0,0.0,0.08642555190230156
2023-01-02,0.26774665316683544,0.4116323545955675,0.0,0.01124985937675779,0.0,0.16199797502531219,0.05062436719541005,0.0,0.0,0.096748790640117,0.0
2023-01-09,0.40123456790123463,0.1388888888888889,0.0,0.0,0.0,0.2993827160493827,0.0,0.0,0.0,0.0,0.16049382716049382
2023-01-16,0.06123467955421153,0.4824256469679413,0.07819197543076242,0.2405298212889429,0.0,0.0,0.0,0.0593505355679281,0.0,0.04858265268631829,0.029684688503895468
2023-01-23,0.28169014084507044,0.09750812567713976,0.0,0.05417118093174431,0.26435536294691225,0.20151679306608883,0.0,0.0,0.10075839653304441,0.0,0.0
2023-01-30,0.15572519083969466,0.20763358778625954,0.0,0.0,0.18625954198473282,0.0,0.0,0.19236641221374046,0.0,0.11908396946564885,0.13893129770992366
2023-02-06,0.0,0.2501814369808887,0.11155014380560709,0.35507889148724564,0.08198263580894015,0.0,0.0,0.0,0.0,0.18575114910087895,0.015455742816439536
2023-02-13,0.3972602739726027,0.2328767123287671,0.0,0.054794520547945195,0.10445205479452056,0.20034246575342465,0.0,0.0,0.010273972602739725,0.0,0.0
2023-02-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-27,0.09860788863109049,0.027842227378190254,0.4814385150812065,0.0,0.07076566125290024,0.0,0.1368909512761021,0.0,0.05452436194895591,0.0,0.12993039443155452
2023-03-06,0.0,0.5988514173998045,0.0,0.0896057347670251,0.0,0.11143695014662758,0.0712772890192245,0.0,0.0,0.12882860866731835,0.0
2023-03-13,0.2540775346283092,0.23768543562003117,0.0,0.07467511770437761,0.05555100219471994,0.1748490560882988,0.0,0.060104363030352714,0.1430574907339107,0.0,0.0
2023-03-20,0.0,0.1365829969344705,0.0,0.5442680668953167,0.0,0.0,0.0,0.20032172883722343,0.0,0.11882720733298935,0.0
2023-03-27,0.23001776198934284,0.1802841918294849,0.23001776198934284,0.046181172291296625,0.0,0.08880994671403197,0.05772646536412079,0.0586145648312611,0.0,0.0,0.108348134991119
2023-04-03,0.0,0.0,0.49299120931337603,0.0,0.0,0.0,0.0,0.0,0.5070087906866239,0.0,0.0
2023-04-10,0.1591223231992735,0.1496137126984021,0.13492010496864965,0.11773582889843016,0.10739254402072664,0.0997669589139885,0.08330718020285928,0.04403074272664748,0.04279208595142863,0.03177438417724478,0.029544134242349376
2023-04-17,0.1577889447236181,0.3758793969849246,0.0,0.04020100502512563,0.13869346733668342,0.11658291457286432,0.0,0.0,0.1708542713567839,0.0,0.0
2023-04-24,0.0,0.0,0.0,0.0,0.3381027048216386,0.0,0.0,0.3234025872206978,0.3384947079576637,0.0,0.0
2023-05-01,0.2127901684114702,0.188893946290396,0.094446973145198,0.0,0.0,0.11265361857077834,0.1137915339098771,0.07510241238051889,0.17501137915339102,0.0,0.027309968138370506
2023-05-08,0.15912259160442765,0.14961364118944967,0.13492000480063515,0.11773557732253807,0.10739390134694744,0.09976827703357673,0.08330579122776244,0.0440292100185563,0.042792123265539744,0.0317746655711371,0.029544216619429648
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-22,0.15564129806706556,0.4258979664113031,0.15470931424630469,0.0,0.06430688363250014,0.09226639825532629,0.0,0.060578948349456645,0.0,0.0,0.04659919103804358
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
