horizonte,modelo,insumo_id,mae_pp,n,excluidas
1,participacion_ewm,AMBIANTE,2.121459219572325,6,0
1,participacion_ewm,BASES,3.856026567225346,6,0
1,participacion_ewm,CAPACILLOS,1.0071469568661862,6,0
1,participacion_ewm,CHANTILLY,2.392147755895419,6,0
1,participacion_ewm,CHOCOLATE,1.9842391515430136,6,0
1,participacion_ewm,DECORACION,8.008641717000907,6,0
1,participacion_ewm,DOMO,0.0,6,0
1,participacion_ewm,EMPAQUE,9.89923057736175,6,0
1,participacion_ewm,FONDANT,2.4194024258659517,6,0
1,participacion_ewm,HARINA,30.800968531679462,6,0
1,participacion_ewm,HUEVO,8.123905927739685,6,0
1,participacion_ewm,RELLENO,0.3422244589833922,6,0
1,participacion_ewm,otros,38.52391145510639,6,0
1,participacion_historica,AMBIANTE,2.1066253462213314,6,0
1,participacion_historica,BASES,3.18136751214532,6,0
1,participacion_historica,CAPACILLOS,1.216345069153768,6,0
1,participacion_historica,CHANTILLY,3.384662322863976,6,0
1,participacion_historica,CHOCOLATE,2.2034511389695597,6,0
1,participacion_historica,DECORACION,7.760345604556921,6,0
1,participacion_historica,DOMO,0.0,6,0
1,participacion_historica,EMPAQUE,4.139659904277592,6,0
1,participacion_historica,FONDANT,0.43245084162373465,6,0
1,participacion_historica,HARINA,22.793066277651207,6,0
1,participacion_historica,HUEVO,4.211067777429406,6,0
1,participacion_historica,RELLENO,0.5134426629011307,6,0
1,participacion_historica,otros,47.300483695720054,6,0
2,participacion_ewm,AMBIANTE,3.4853468569237673,6,0
2,participacion_ewm,BASES,4.209157018454547,6,0
2,participacion_ewm,CAPACILLOS,1.1750082125699721,6,0
2,participacion_ewm,CHANTILLY,2.8939905926634353,6,0
2,participacion_ewm,CHOCOLATE,4.100674076230414,6,0
2,participacion_ewm,DECORACION,0.743424176306369,6,0
2,participacion_ewm,DOMO,0.0,6,0
2,participacion_ewm,EMPAQUE,11.799528751916675,6,0
2,participacion_ewm,FONDANT,1.333483666269621,6,0
2,participacion_ewm,HARINA,7.956956921099498,6,0
2,participacion_ewm,HUEVO,6.937938170240962,6,0
2,participacion_ewm,RELLENO,0.3422244589833922,6,0
2,participacion_ewm,otros,20.81045592512843,6,0
2,participacion_historica,AMBIANTE,4.569355095713542,6,0
2,participacion_historica,BASES,3.4768009037094774,6,0
2,participacion_historica,CAPACILLOS,0.9658101002823903,6,0
2,participacion_historica,CHANTILLY,3.8498566803228034,6,0
2,participacion_historica,CHOCOLATE,1.429625842944266,6,0
2,participacion_historica,DECORACION,0.5265557743916942,6,0
2,participacion_historica,DOMO,0.0,6,0
2,participacion_historica,EMPAQUE,10.566602424068304,6,0
2,participacion_historica,FONDANT,4.008115070155849,6,0
2,participacion_historica,HARINA,5.252438761915672,6,0
2,participacion_historica,HUEVO,3.1229388345578184,6,0
2,participacion_historica,RELLENO,0.5134426629011307,6,0
2,participacion_historica,otros,36.15752517825869,6,0
3,participacion_ewm,AMBIANTE,4.096045432805021,6,0
3,participacion_ewm,BASES,3.5753902397781374,6,0
3,participacion_ewm,CAPACILLOS,0.2274209443683817,6,0
3,participacion_ewm,CHANTILLY,2.809666223649184,6,0
3,participacion_ewm,CHOCOLATE,9.2448480121351,6,0
3,participacion_ewm,DECORACION,0.5708453921389822,6,0
3,participacion_ewm,DOMO,0.0,6,0
3,participacion_ewm,EMPAQUE,19.002912115900596,6,0
3,participacion_ewm,FONDANT,6.068119084144764,6,0
3,participacion_ewm,HARINA,26.04267338918221,6,0
3,participacion_ewm,HUEVO,9.890073192742843,6,0
3,participacion_ewm,RELLENO,0.9125985572890456,6,0
3,participacion_ewm,otros,31.49128607152807,6,0
3,participacion_historica,AMBIANTE,4.081211559454028,6,0
3,participacion_historica,BASES,2.4386977133839065,6,0
3,participacion_historica,CAPACILLOS,0.018222832080799816,6,0
3,participacion_historica,CHANTILLY,1.602165397213815,6,0
3,participacion_historica,CHOCOLATE,6.573799778848951,6,0
3,participacion_historica,DECORACION,0.4853396383679447,6,0
3,participacion_historica,DOMO,0.0,6,0
3,participacion_historica,EMPAQUE,16.319441113689344,6,0
3,participacion_historica,FONDANT,4.081167499902547,6,0
3,participacion_historica,HARINA,27.551283476511202,6,0
3,participacion_historica,HUEVO,6.553681716167752,6,0
3,participacion_historica,RELLENO,1.0838167612067842,6,0
3,participacion_historica,otros,64.6800622972248,6,0
