semana_inicio,HARINA,AZUCAR,MANTEQUILLA,otros
2021-01-04,,,,
2021-01-11,0.4599747778044679,0.34001921691088155,0.20000600528465048,0.0
2021-01-18,0.46978523095027946,0.33021476904972047,0.19999999999999998,0.0
2021-01-25,0.47930627781053986,0.3206990832573849,0.19999463893207528,0.0
2021-02-01,0.488363373416535,0.31163127025362225,0.20000535632984281,0.0
2021-02-08,0.4968042733195418,0.30320807731497207,0.19998764936548613,0.0
2021-02-15,0.504516799896016,0.29547670111132773,0.20000649899265613,0.0
2021-02-22,0.5113880677237301,0.2885984950282182,0.2000134372480516,0.0
2021-03-01,0.5173235973474406,0.282691304671783,0.19998509798077638,0.0
2021-03-08,0.5221820444029707,0.27781017924491624,0.20000777635211323,0.0
2021-03-15,0.5259380097879283,0.2740619902120718,0.19999999999999998,0.0
2021-03-22,0.528469045989844,0.27154535959952464,0.19998559441063132,0.0
2021-03-29,0.5298046418433796,0.2701953581566205,0.2,0.0
2021-04-05,,,,
2021-04-12,0.5287119652253489,0.2712765957446808,0.20001143902997026,0.0
2021-04-19,0.5263226174723022,0.2736825718066475,0.19999481072105033,0.0
2021-04-26,0.5227535524320991,0.27725672585245525,0.19998972171544568,0.0
2021-05-03,0.5180317272213095,0.2819628861536804,0.20000538662501013,0.0
2021-05-10,0.5122437434336359,0.2877616443522534,0.19999461221411058,0.0
2021-05-17,0.5055077712388714,0.29449222876112874,0.2,0.0
2021-05-24,0.49786933995524085,0.3021245286489469,0.20000613139581225,0.0
2021-05-31,0.4895056851362028,0.31050118511902713,0.19999312974477002,0.0
2021-06-07,0.4805227901558177,0.3194626474442988,0.2000145623998835,0.0
2021-06-14,0.47107995651684964,0.3289350376729017,0.1999850058102485,0.0
2021-06-21,0.46128314912542734,0.33871021275183383,0.20000663812273892,0.0
2021-06-28,0.4513257083441643,0.3486807902261503,0.19999350142968547,0.0
2021-07-05,,,,
2021-07-12,0.4314934618031659,0.36850653819683415,0.2,0.0
2021-07-19,0.4219294846958543,0.37807051530414565,0.2,0.0
2021-07-26,0.4128220783978508,0.38717792160214926,0.2,0.0
2021-08-02,0.40427630767713135,0.3957187600187428,0.20000493230412586,0.0
2021-08-09,0.39644728434504795,0.40355271565495204,0.2,0.0
2021-08-16,0.3894542090656799,0.41054034934973066,0.20000544158458947,0.0
2021-08-23,0.38341093005210064,0.41658352732513027,0.20000554262276912,0.0
2021-08-30,0.3784030815433832,0.4215903897630085,0.20000652869360844,0.0
2021-09-06,0.374504737295435,0.425495262704565,0.19999999999999998,0.0
2021-09-13,0.371798925071135,0.42821512628657743,0.19998594864228755,0.0
2021-09-20,0.37032311569008963,0.4296832636917483,0.19999362061816212,0.0
2021-09-27,0.37006449353605514,0.429947179502145,0.19998832696180002,0.0
2021-10-04,,,,
2021-10-11,0.3732891775115779,0.42671599699878393,0.199994825489638,0.0
2021-10-18,0.3767215568862276,0.4232784431137725,0.2,0.0
2021-10-25,0.38128241167062477,0.41872243493432854,0.19999515339504678,0.0
2021-11-01,0.38692810457516336,0.4130718954248366,0.2,0.0
2021-11-08,0.3935616108029901,0.4064383891970099,0.2,0.0
2021-11-15,0.40105051753437354,0.398939183274113,0.20001029919151347,0.0
2021-11-22,0.40933479489990193,0.3906709744418162,0.19999423065828187,0.0
2021-11-29,0.41824342558997274,0.3817505772287026,0.2000059971813248,0.0
2021-12-06,0.42763945792625274,0.37236054207374725,0.19999999999999998,0.0
2021-12-13,0.4373894364417488,0.36261688147586557,0.19999368208238566,0.0
2021-12-20,0.4473339681028326,0.35265412996905493,0.20001190192811233,0.0
2021-12-27,0.45732991744947343,0.34267008255052667,0.20000000000000004,0.0
2022-01-03,,,,
2022-01-10,0.47681274516882055,0.323177628570741,0.2000096262604385,0.0
2022-01-17,0.4860038498109882,0.31399151186251995,0.2000046383264918,0.0
2022-01-24,0.4946243799519673,0.3053666419769713,0.2000089780710614,0.0
2022-01-31,0.5025464617583988,0.2974446032880629,0.20000893495353825,0.0
2022-02-07,0.5096615988229524,0.29033840117704757,0.2,0.0
2022-02-14,0.515848259207084,0.28416180317971423,0.19998993761320186,0.0
2022-02-21,0.5210040705563094,0.27899592944369067,0.2,0.0
2022-02-28,0.5250328419208875,0.2749671580791126,0.20000000000000004,0.0
2022-03-07,0.5279132791327913,0.27208672086720864,0.19999999999999998,0.0
2022-03-14,0.529569127440378,0.27041948887244577,0.20001138368717628,0.0
2022-03-21,0.5299793863711052,0.27000866369910076,0.20001194992979418,0.0
2022-03-28,0.5291515247274452,0.27084320851108656,0.2000052667614684,0.0
2022-04-04,,,,
2022-04-11,0.5238142073815436,0.2761808748678354,0.20000491775062085,0.0
2022-04-18,0.5193782801776342,0.2806262055353698,0.1999955142869959,0.0
2022-04-25,0.5138831956160601,0.2861211192854523,0.19999568509848764,0.0
2022-05-02,0.5073718498199897,0.29262386422081266,0.20000428595919767,0.0
2022-05-09,0.49997794052766265,0.3000308832612724,0.19999117621106505,0.0
2022-05-16,0.4917979460012083,0.3081927598866118,0.20000929411217996,0.0
2022-05-23,0.482976428901556,0.31702870641400915,0.19999486468443486,0.0
2022-05-30,0.47363796133567665,0.3263675307557118,0.19999450790861162,0.0
2022-06-06,0.4639101861993428,0.33608981380065717,0.2,0.0
2022-06-13,0.4539698836413416,0.34602441250285193,0.20000570385580652,0.0
2022-06-20,0.4439895794566431,0.3560161461166299,0.199994274426727,0.0
2022-06-27,0.43409443345275656,0.3659162611625047,0.19998930538473875,0.0
2022-07-04,,,,
2022-07-11,0.41518318594234527,0.3848168140576548,0.2,0.0
2022-07-18,0.4064794362049017,0.39352056379509837,0.2,0.0
2022-07-25,0.39845060794995546,0.4015576775690287,0.19999171448101577,0.0
2022-08-01,0.391226738340959,0.40876915816902276,0.20000410349001826,0.0
2022-08-08,0.3849202892238,0.41508406655632024,0.19999564421987975,0.0
2022-08-15,0.3796183240627685,0.420386198163976,0.19999547777325558,0.0
2022-08-22,0.37542791936097375,0.4245673259794599,0.20000475465956638,0.0
2022-08-29,0.3723994811932555,0.4276005188067445,0.19999999999999998,0.0
2022-09-05,0.37058095764563426,0.4294137776724841,0.20000526468188162,0.0
2022-09-12,0.3699964333726577,0.4299980795083541,0.2000054871189882,0.0
2022-09-19,0.3706814830419212,0.429323783442174,0.1999947335159048,0.0
2022-09-26,0.3725685042108663,0.427421558641592,0.2000099371475418,0.0
2022-10-03,,,,
2022-10-10,0.3799663374230411,0.4200292332905169,0.20000442928644194,0.0
2022-10-17,0.38532907503234154,0.4146790103492885,0.19999191461837,0.0
