origen,fecha_objetivo,horizonte,insumo_id,participacion,importe,total,unidad,demostracion
2023-02-13 00:00:00,2023-02-13 00:00:00,1,harina,0.5156033623865146,238.31,462.2,MXN nominales,True
2023-02-13 00:00:00,2023-02-13 00:00:00,1,azucar,0.2843962957014786,131.45,462.2,MXN nominales,True
2023-02-13 00:00:00,2023-02-13 00:00:00,1,mantequilla,0.2000003419120068,92.44,462.2,MXN nominales,True
2023-02-13 00:00:00,2023-02-13 00:00:00,1,otros,0.0,0.0,462.2,MXN nominales,True
2023-02-13 00:00:00,2023-02-20 00:00:00,2,harina,0.5156033623865146,231.98,449.92,MXN nominales,True
2023-02-13 00:00:00,2023-02-20 00:00:00,2,azucar,0.2843962957014786,127.96,449.92,MXN nominales,True
2023-02-13 00:00:00,2023-02-20 00:00:00,2,mantequilla,0.2000003419120068,89.98,449.92,MXN nominales,True
2023-02-13 00:00:00,2023-02-20 00:00:00,2,otros,0.0,0.0,449.92,MXN nominales,True
2023-02-13 00:00:00,2023-02-27 00:00:00,3,harina,0.5156033623865146,201.34,390.49,MXN nominales,True
2023-02-13 00:00:00,2023-02-27 00:00:00,3,azucar,0.2843962957014786,111.05,390.49,MXN nominales,True
2023-02-13 00:00:00,2023-02-27 00:00:00,3,mantequilla,0.2000003419120068,78.1,390.49,MXN nominales,True
2023-02-13 00:00:00,2023-02-27 00:00:00,3,otros,0.0,0.0,390.49,MXN nominales,True
2023-02-13 00:00:00,2023-03-06 00:00:00,4,harina,0.5156033623865146,218.72,424.20000000000005,MXN nominales,True
2023-02-13 00:00:00,2023-03-06 00:00:00,4,azucar,0.2843962957014786,120.64,424.20000000000005,MXN nominales,True
2023-02-13 00:00:00,2023-03-06 00:00:00,4,mantequilla,0.2000003419120068,84.84,424.20000000000005,MXN nominales,True
2023-02-13 00:00:00,2023-03-06 00:00:00,4,otros,0.0,0.0,424.20000000000005,MXN nominales,True
