horizonte,modelo,insumo_id,mae_pp,n,excluidas
1,participacion_ewm,AMBIANTE,7.1446320731420085,3,3
1,participacion_ewm,BASES,6.708826089723707,3,3
1,participacion_ewm,CAPACILLOS,2.3966689114163153,3,3
1,participacion_ewm,CHANTILLY,6.307329662637589,3,3
1,participacion_ewm,CHOCOLATE,7.135754409007665,3,3
1,participacion_ewm,DECORACION,18.38664751948023,3,3
1,participacion_ewm,EMPAQUE,13.359219418767594,3,3
1,participacion_ewm,FONDANT,5.9940220101047,3,3
1,participacion_ewm,HARINA,56.80404126004827,3,3
1,participacion_ewm,HUEVO,13.056356473052416,3,3
1,participacion_ewm,RELLENO,6.753885467112415,3,3
1,participacion_historica,AMBIANTE,8.914670754745165,3,3
1,participacion_historica,BASES,6.04846170018513,3,3
1,participacion_historica,CAPACILLOS,2.523685069410243,3,3
1,participacion_historica,CHANTILLY,6.560623115968812,3,3
1,participacion_historica,CHOCOLATE,9.841242705958235,3,3
1,participacion_historica,DECORACION,15.993274564130834,3,3
1,participacion_historica,EMPAQUE,11.773168970529676,3,3
1,participacion_historica,FONDANT,6.717086995702702,3,3
1,participacion_historica,HARINA,48.342965277165604,3,3
1,participacion_historica,HUEVO,12.744709585673982,3,3
1,participacion_historica,RELLENO,9.139600770217452,3,3
2,participacion_ewm,AMBIANTE,11.513399532645678,3,3
2,participacion_ewm,BASES,8.30959129676233,3,3
2,participacion_ewm,CAPACILLOS,2.639075758526966,3,3
2,participacion_ewm,CHANTILLY,9.20724475075575,3,3
2,participacion_ewm,CHOCOLATE,3.8370319386573164,3,3
2,participacion_ewm,DECORACION,4.904533183026167,3,3
2,participacion_ewm,EMPAQUE,12.0331542455757,3,3
2,participacion_ewm,FONDANT,7.839310858111621,3,3
2,participacion_ewm,HARINA,15.830414766699613,3,3
2,participacion_ewm,HUEVO,13.278314073999276,3,3
2,participacion_ewm,RELLENO,0.2504860651393369,3,3
2,participacion_historica,AMBIANTE,11.37829186432915,3,3
2,participacion_historica,BASES,8.266468687798382,3,3
2,participacion_historica,CAPACILLOS,2.5120596005330387,3,3
2,participacion_historica,CHANTILLY,9.20340826276849,3,3
2,participacion_historica,CHOCOLATE,2.885017668238291,3,3
2,participacion_historica,DECORACION,5.828731361442952,3,3
2,participacion_historica,EMPAQUE,11.127314368861775,3,3
2,participacion_historica,FONDANT,9.7539715335594,3,3
2,participacion_historica,HARINA,19.52964806809013,3,3
2,participacion_historica,HUEVO,11.292461324771908,3,3
2,participacion_historica,RELLENO,2.569388380009547,3,3
3,participacion_ewm,AMBIANTE,7.648657323674255,5,1
3,participacion_ewm,BASES,4.472319969872965,5,1
3,participacion_ewm,CAPACILLOS,0.2436803348318924,5,1
3,participacion_ewm,CHANTILLY,2.8357583605317855,5,1
3,participacion_ewm,CHOCOLATE,12.029591248922609,5,1
3,participacion_ewm,DECORACION,4.912645273798513,5,1
3,participacion_ewm,EMPAQUE,31.932251548794124,5,1
3,participacion_ewm,FONDANT,7.9809581783500985,5,1
3,participacion_ewm,HARINA,35.057063229407866,5,1
3,participacion_ewm,HUEVO,23.108136984295196,5,1
3,participacion_ewm,RELLENO,4.748750127887584,5,1
3,participacion_historica,AMBIANTE,8.428647586809948,5,1
3,participacion_historica,BASES,4.014695033216277,5,1
3,participacion_historica,CAPACILLOS,0.16747064003553594,5,1
3,participacion_historica,CHANTILLY,2.5295043237419637,5,1
