origen,fecha_objetivo,horizonte,modelo,insumo_id,real,prediccion
2022-10-24,2022-10-24,1,participacion_historica,harina,0.39170404493473954,0.4528351723895346
2022-10-24,2022-10-24,1,participacion_historica,azucar,0.4082919141714147,0.34716462840426127
2022-10-24,2022-10-24,1,participacion_historica,mantequilla,0.20000404089384569,0.2000001992062041
2022-10-24,2022-10-24,1,participacion_historica,otros,0.0,0.0
2022-10-24,2022-10-24,1,participacion_ewm,harina,0.39170404493473954,0.38295120973321606
2022-10-24,2022-10-24,1,participacion_ewm,azucar,0.4082919141714147,0.417052595529043
2022-10-24,2022-10-24,1,participacion_ewm,mantequilla,0.20000404089384569,0.1999961947377409
2022-10-24,2022-10-24,1,participacion_ewm,otros,0.0,0.0
2022-10-24,2022-10-31,2,participacion_historica,harina,0.39899749373433585,0.4528351723895346
2022-10-24,2022-10-31,2,participacion_historica,azucar,0.40100250626566414,0.34716462840426127
2022-10-24,2022-10-31,2,participacion_historica,mantequilla,0.2,0.2000001992062041
2022-10-24,2022-10-31,2,participacion_historica,otros,0.0,0.0
2022-10-24,2022-10-31,2,participacion_ewm,harina,0.39899749373433585,0.38295120973321606
2022-10-24,2022-10-31,2,participacion_ewm,azucar,0.40100250626566414,0.417052595529043
2022-10-24,2022-10-31,2,participacion_ewm,mantequilla,0.2,0.1999961947377409
2022-10-24,2022-10-31,2,participacion_ewm,otros,0.0,0.0
2022-10-24,2022-11-07,3,participacion_historica,harina,0.40707982678323396,0.4528351723895346
2022-10-24,2022-11-07,3,participacion_historica,azucar,0.39292425851785284,0.34716462840426127
2022-10-24,2022-11-07,3,participacion_historica,mantequilla,0.1999959146989133,0.2000001992062041
2022-10-24,2022-11-07,3,participacion_historica,otros,0.0,0.0
2022-10-24,2022-11-07,3,participacion_ewm,harina,0.40707982678323396,0.38295120973321606
2022-10-24,2022-11-07,3,participacion_ewm,azucar,0.39292425851785284,0.417052595529043
2022-10-24,2022-11-07,3,participacion_ewm,mantequilla,0.1999959146989133,0.1999961947377409
2022-10-24,2022-11-07,3,participacion_ewm,otros,0.0,0.0
2022-10-24,2022-11-14,4,participacion_historica,harina,0.41583370950753423,0.4528351723895346
2022-10-24,2022-11-14,4,participacion_historica,azucar,0.38417058962619033,0.34716462840426127
2022-10-24,2022-11-14,4,participacion_historica,mantequilla,0.19999570086627547,0.2000001992062041
2022-10-24,2022-11-14,4,participacion_historica,otros,0.0,0.0
2022-10-24,2022-11-14,4,participacion_ewm,harina,0.41583370950753423,0.38295120973321606
2022-10-24,2022-11-14,4,participacion_ewm,azucar,0.38417058962619033,0.417052595529043
2022-10-24,2022-11-14,4,participacion_ewm,mantequilla,0.19999570086627547,0.1999961947377409
2022-10-24,2022-11-14,4,participacion_ewm,otros,0.0,0.0
2022-10-31,2022-10-31,1,participacion_historica,harina,0.39899749373433585,0.45213251575212315
2022-10-31,2022-10-31,1,participacion_historica,azucar,0.40100250626566414,0.3478672408843435
2022-10-31,2022-10-31,1,participacion_historica,mantequilla,0.2,0.2000002433635333
2022-10-31,2022-10-31,1,participacion_historica,otros,0.0,0.0
2022-10-31,2022-10-31,1,participacion_ewm,harina,0.39899749373433585,0.3884126308317197
2022-10-31,2022-10-31,1,participacion_ewm,azucar,0.40100250626566414,0.4115862787411421
2022-10-31,2022-10-31,1,participacion_ewm,mantequilla,0.2,0.20000109042713826
2022-10-31,2022-10-31,1,participacion_ewm,otros,0.0,0.0
2022-10-31,2022-11-07,2,participacion_historica,harina,0.40707982678323396,0.45213251575212315
2022-10-31,2022-11-07,2,participacion_historica,azucar,0.39292425851785284,0.3478672408843435
2022-10-31,2022-11-07,2,participacion_historica,mantequilla,0.1999959146989133,0.2000002433635333
2022-10-31,2022-11-07,2,participacion_historica,otros,0.0,0.0
2022-10-31,2022-11-07,2,participacion_ewm,harina,0.40707982678323396,0.3884126308317197
2022-10-31,2022-11-07,2,participacion_ewm,azucar,0.39292425851785284,0.4115862787411421
2022-10-31,2022-11-07,2,participacion_ewm,mantequilla,0.1999959146989133,0.20000109042713826
2022-10-31,2022-11-07,2,participacion_ewm,otros,0.0,0.0
