origen,fecha_objetivo,horizonte,modelo,insumo_id,real,prediccion
2022-10-03,2022-10-03,1,participacion_historica,HARINA,,0.44738723244420253
2022-10-03,2022-10-03,1,participacion_historica,AZUCAR,,0.35261186229962266
2022-10-03,2022-10-03,1,participacion_historica,MANTEQUILLA,,0.20000090525617487
2022-10-03,2022-10-03,1,participacion_historica,otros,,0.0
2022-10-03,2022-10-03,1,participacion_ewm,HARINA,,0.3718518819868302
2022-10-03,2022-10-03,1,participacion_ewm,AZUCAR,,0.42814267662087485
2022-10-03,2022-10-03,1,participacion_ewm,MANTEQUILLA,,0.2000054413922949
2022-10-03,2022-10-03,1,participacion_ewm,otros,,0.0
2022-10-03,2022-10-10,2,participacion_historica,HARINA,0.3799663374230411,0.44738723244420253
2022-10-03,2022-10-10,2,participacion_historica,AZUCAR,0.4200292332905169,0.35261186229962266
2022-10-03,2022-10-10,2,participacion_historica,MANTEQUILLA,0.20000442928644194,0.20000090525617487
2022-10-03,2022-10-10,2,participacion_historica,otros,0.0,0.0
2022-10-03,2022-10-10,2,participacion_ewm,HARINA,0.3799663374230411,0.3718518819868302
2022-10-03,2022-10-10,2,participacion_ewm,AZUCAR,0.4200292332905169,0.42814267662087485
2022-10-03,2022-10-10,2,participacion_ewm,MANTEQUILLA,0.20000442928644194,0.2000054413922949
2022-10-03,2022-10-10,2,participacion_ewm,otros,0.0,0.0
2022-10-03,2022-10-17,3,participacion_historica,HARINA,0.38532907503234154,0.44738723244420253
2022-10-03,2022-10-17,3,participacion_historica,AZUCAR,0.4146790103492885,0.35261186229962266
2022-10-03,2022-10-17,3,participacion_historica,MANTEQUILLA,0.19999191461837,0.20000090525617487
2022-10-03,2022-10-17,3,participacion_historica,otros,0.0,0.0
2022-10-03,2022-10-17,3,participacion_ewm,HARINA,0.38532907503234154,0.3718518819868302
2022-10-03,2022-10-17,3,participacion_ewm,AZUCAR,0.4146790103492885,0.42814267662087485
2022-10-03,2022-10-17,3,participacion_ewm,MANTEQUILLA,0.19999191461837,0.2000054413922949
2022-10-03,2022-10-17,3,participacion_ewm,otros,0.0,0.0
2022-10-03,2022-10-24,4,participacion_historica,HARINA,0.39170404493473954,0.44738723244420253
2022-10-03,2022-10-24,4,participacion_historica,AZUCAR,0.4082919141714147,0.35261186229962266
2022-10-03,2022-10-24,4,participacion_historica,MANTEQUILLA,0.20000404089384569,0.20000090525617487
2022-10-03,2022-10-24,4,participacion_historica,otros,0.0,0.0
2022-10-03,2022-10-24,4,participacion_ewm,HARINA,0.39170404493473954,0.3718518819868302
2022-10-03,2022-10-24,4,participacion_ewm,AZUCAR,0.4082919141714147,0.42814267662087485
2022-10-03,2022-10-24,4,participacion_ewm,MANTEQUILLA,0.20000404089384569,0.2000054413922949
2022-10-03,2022-10-24,4,participacion_ewm,otros,0.0,0.0
2022-10-24,2022-10-24,1,participacion_historica,HARINA,0.39170404493473954,0.4477056632370687
2022-10-24,2022-10-24,1,participacion_historica,AZUCAR,0.4082919141714147,0.352293399873107
2022-10-24,2022-10-24,1,participacion_historica,MANTEQUILLA,0.20000404089384569,0.20000093688982432
2022-10-24,2022-10-24,1,participacion_historica,otros,0.0,0.0
2022-10-24,2022-10-24,1,participacion_ewm,HARINA,0.39170404493473954,0.38295120973321617
2022-10-24,2022-10-24,1,participacion_ewm,AZUCAR,0.4082919141714147,0.417052595529043
2022-10-24,2022-10-24,1,participacion_ewm,MANTEQUILLA,0.20000404089384569,0.19999619473774094
2022-10-24,2022-10-24,1,participacion_ewm,otros,0.0,0.0
2022-10-24,2022-10-31,2,participacion_historica,HARINA,0.39899749373433585,0.4477056632370687
2022-10-24,2022-10-31,2,participacion_historica,AZUCAR,0.40100250626566414,0.352293399873107
2022-10-24,2022-10-31,2,participacion_historica,MANTEQUILLA,0.2,0.20000093688982432
2022-10-24,2022-10-31,2,participacion_historica,otros,0.0,0.0
2022-10-24,2022-10-31,2,participacion_ewm,HARINA,0.39899749373433585,0.38295120973321617
2022-10-24,2022-10-31,2,participacion_ewm,AZUCAR,0.40100250626566414,0.417052595529043
2022-10-24,2022-10-31,2,participacion_ewm,MANTEQUILLA,0.2,0.19999619473774094
2022-10-24,2022-10-31,2,participacion_ewm,otros,0.0,0.0
2022-10-24,2022-11-07,3,participacion_historica,HARINA,0.40707982678323396,0.4477056632370687
2022-10-24,2022-11-07,3,participacion_historica,AZUCAR,0.39292425851785284,0.352293399873107
2022-10-24,2022-11-07,3,participacion_historica,MANTEQUILLA,0.1999959146989133,0.20000093688982432
2022-10-24,2022-11-07,3,participacion_historica,otros,0.0,0.0
2022-10-24,2022-11-07,3,participacion_ewm,HARINA,0.40707982678323396,0.38295120973321617
2022-10-24,2022-11-07,3,participacion_ewm,AZUCAR,0.39292425851785284,0.417052595529043
2022-10-24,2022-11-07,3,participacion_ewm,MANTEQUILLA,0.1999959146989133,0.19999619473774094
2022-10-24,2022-11-07,3,participacion_ewm,otros,0.0,0.0
2022-10-24,2022-11-14,4,participacion_historica,HARINA,0.41583370950753423,0.4477056632370687
2022-10-24,2022-11-14,4,participacion_historica,AZUCAR,0.38417058962619033,0.352293399873107
2022-10-24,2022-11-14,4,participacion_historica,MANTEQUILLA,0.19999570086627547,0.20000093688982432
2022-10-24,2022-11-14,4,participacion_historica,otros,0.0,0.0
2022-10-24,2022-11-14,4,participacion_ewm,HARINA,0.41583370950753423,0.38295120973321617
